ENSG00000178821.13	ENSG00000178821	TMEM52	protein_coding
ENSG00000142609.18	ENSG00000142609	CFAP74	protein_coding
ENSG00000233542.2	ENSG00000233542	AL391845.2	lncRNA
ENSG00000187730.9	ENSG00000187730	GABRD	protein_coding
ENSG00000226969.1	ENSG00000226969	AL391845.1	lncRNA
ENSG00000067606.17	ENSG00000067606	PRKCZ	protein_coding
ENSG00000271806.1	ENSG00000271806	AL590822.2	lncRNA
ENSG00000182873.5	ENSG00000182873	PRKCZ-AS1	lncRNA
ENSG00000162585.17	ENSG00000162585	FAAP20	protein_coding
ENSG00000234396.3	ENSG00000234396	AL590822.1	lncRNA
ENSG00000157933.10	ENSG00000157933	SKI	protein_coding
ENSG00000287356.1	ENSG00000287356	AL590822.3	lncRNA
ENSG00000116151.14	ENSG00000116151	MORN1	protein_coding
ENSG00000272161.1	ENSG00000272161	AL589739.1	lncRNA
ENSG00000269896.2	ENSG00000269896	AL513477.1	transcribed_processed_pseudogene
ENSG00000272420.1	ENSG00000272420	AL513477.2	lncRNA
ENSG00000157916.20	ENSG00000157916	RER1	protein_coding
ENSG00000157911.10	ENSG00000157911	PEX10	protein_coding
ENSG00000149527.18	ENSG00000149527	PLCH2	protein_coding
ENSG00000224387.1	ENSG00000224387	AL139246.1	lncRNA
ENSG00000229393.1	ENSG00000229393	AL139246.4	lncRNA
ENSG00000157881.14	ENSG00000157881	PANK4	protein_coding
ENSG00000197921.6	ENSG00000197921	HES5	protein_coding
ENSG00000272449.2	ENSG00000272449	AL139246.5	lncRNA
ENSG00000238164.6	ENSG00000238164	TNFRSF14-AS1	lncRNA
ENSG00000157873.17	ENSG00000157873	TNFRSF14	protein_coding
ENSG00000225931.3	ENSG00000225931	AL139246.2	TEC
ENSG00000228037.1	ENSG00000228037	AL139246.3	lncRNA
ENSG00000157870.16	ENSG00000157870	PRXL2B	protein_coding
ENSG00000142606.16	ENSG00000142606	MMEL1	protein_coding
ENSG00000237058.1	ENSG00000237058	AL831784.1	lncRNA
ENSG00000215912.12	ENSG00000215912	TTC34	protein_coding
ENSG00000285945.1	ENSG00000285945	AC242022.2	lncRNA
ENSG00000283259.1	ENSG00000283259	AC242022.1	lncRNA
ENSG00000233234.1	ENSG00000233234	AL592464.2	lncRNA
ENSG00000287396.1	ENSG00000287396	AL592464.3	lncRNA
ENSG00000231630.1	ENSG00000231630	AL592464.1	lncRNA
ENSG00000284745.1	ENSG00000284745	AL589702.1	lncRNA
ENSG00000169717.6	ENSG00000169717	ACTRT2	protein_coding
ENSG00000177133.11	ENSG00000177133	PRDM16-DT	lncRNA
ENSG00000142611.17	ENSG00000142611	PRDM16	protein_coding
ENSG00000283572.1	ENSG00000283572	MIR4251	miRNA
ENSG00000226286.1	ENSG00000226286	AL008733.1	lncRNA
ENSG00000279839.1	ENSG00000279839	AL512383.1	TEC
ENSG00000272235.1	ENSG00000272235	AL590438.1	lncRNA
ENSG00000287828.1	ENSG00000287828	AL354743.2	lncRNA
ENSG00000286518.1	ENSG00000286518	AL354743.1	lncRNA
ENSG00000130762.15	ENSG00000130762	ARHGEF16	protein_coding
ENSG00000272088.1	ENSG00000272088	AL512413.1	lncRNA
ENSG00000162591.16	ENSG00000162591	MEGF6	protein_coding
ENSG00000207776.1	ENSG00000207776	MIR551A	miRNA
ENSG00000238260.1	ENSG00000238260	AL513320.1	lncRNA
ENSG00000158109.15	ENSG00000158109	TPRG1L	protein_coding
ENSG00000116213.16	ENSG00000116213	WRAP73	protein_coding
ENSG00000078900.15	ENSG00000078900	TP73	protein_coding
ENSG00000227589.1	ENSG00000227589	AL136528.1	lncRNA
ENSG00000235131.1	ENSG00000235131	AL136528.2	lncRNA
ENSG00000227372.12	ENSG00000227372	TP73-AS1	transcribed_unitary_pseudogene
ENSG00000276189.1	ENSG00000276189	RF02197	misc_RNA
ENSG00000162592.10	ENSG00000162592	CCDC27	protein_coding
ENSG00000235169.8	ENSG00000235169	SMIM1	protein_coding
ENSG00000130764.10	ENSG00000130764	LRRC47	protein_coding
ENSG00000266075.2	ENSG00000266075	RN7SL574P	misc_RNA
ENSG00000272153.1	ENSG00000272153	AL365330.1	lncRNA
ENSG00000116198.13	ENSG00000116198	CEP104	protein_coding
ENSG00000169598.15	ENSG00000169598	DFFB	protein_coding
ENSG00000198912.11	ENSG00000198912	C1orf174	protein_coding
ENSG00000236423.6	ENSG00000236423	LINC01134	lncRNA
ENSG00000233304.7	ENSG00000233304	LINC01346	lncRNA
ENSG00000226374.3	ENSG00000226374	LINC01345	lncRNA
ENSG00000284668.2	ENSG00000284668	AL805961.1	lncRNA
ENSG00000284703.1	ENSG00000284703	AL805961.2	lncRNA
ENSG00000229280.1	ENSG00000229280	EEF1DP6	processed_pseudogene
ENSG00000235054.4	ENSG00000235054	LINC01777	lncRNA
ENSG00000284694.1	ENSG00000284694	AL355602.1	lncRNA
ENSG00000227169.2	ENSG00000227169	Z98747.1	lncRNA
ENSG00000232596.3	ENSG00000232596	LINC01646	lncRNA
ENSG00000196581.10	ENSG00000196581	AJAP1	protein_coding
ENSG00000287586.1	ENSG00000287586	Z98886.1	lncRNA
ENSG00000284739.1	ENSG00000284739	BX005132.2	lncRNA
ENSG00000284674.1	ENSG00000284674	BX005132.1	lncRNA
ENSG00000231510.1	ENSG00000231510	AL691497.1	lncRNA
ENSG00000284616.1	ENSG00000284616	AL139823.1	lncRNA
ENSG00000284692.2	ENSG00000284692	Z98259.3	lncRNA
ENSG00000284666.1	ENSG00000284666	Z98259.2	lncRNA
ENSG00000260972.1	ENSG00000260972	Z98259.1	lncRNA
ENSG00000283356.1	ENSG00000283356	Z97988.2	unprocessed_pseudogene
ENSG00000236948.2	ENSG00000236948	AL365255.1	lncRNA
ENSG00000264341.1	ENSG00000264341	Z97988.1	miRNA
ENSG00000264101.1	ENSG00000264101	MIR4689	miRNA
ENSG00000131697.18	ENSG00000131697	NPHP4	protein_coding
ENSG00000069424.15	ENSG00000069424	KCNAB2	protein_coding
ENSG00000116254.18	ENSG00000116254	CHD5	protein_coding
ENSG00000285629.1	ENSG00000285629	AL031847.2	protein_coding
ENSG00000116251.11	ENSG00000116251	RPL22	protein_coding
ENSG00000226944.1	ENSG00000226944	AL031847.1	lncRNA
ENSG00000158286.13	ENSG00000158286	RNF207	protein_coding
ENSG00000116237.16	ENSG00000116237	ICMT	protein_coding
ENSG00000225077.3	ENSG00000225077	LINC00337	lncRNA
ENSG00000173673.7	ENSG00000173673	HES3	protein_coding
ENSG00000158292.7	ENSG00000158292	GPR153	protein_coding
ENSG00000097021.19	ENSG00000097021	ACOT7	protein_coding
ENSG00000271746.1	ENSG00000271746	AL031848.2	lncRNA
ENSG00000069812.11	ENSG00000069812	HES2	protein_coding
ENSG00000187017.17	ENSG00000187017	ESPN	protein_coding
ENSG00000265392.1	ENSG00000265392	MIR4252	miRNA
ENSG00000231868.1	ENSG00000231868	AL031848.1	lncRNA
ENSG00000215788.10	ENSG00000215788	TNFRSF25	protein_coding
ENSG00000171680.21	ENSG00000171680	PLEKHG5	protein_coding
ENSG00000162408.11	ENSG00000162408	NOL9	protein_coding
ENSG00000253022.1	ENSG00000253022	RNU6-731P	snRNA
ENSG00000229519.2	ENSG00000229519	AL591866.1	processed_pseudogene
ENSG00000173662.21	ENSG00000173662	TAS1R1	protein_coding
ENSG00000204859.13	ENSG00000204859	ZBTB48	protein_coding
ENSG00000162413.16	ENSG00000162413	KLHL21	protein_coding
ENSG00000116273.6	ENSG00000116273	PHF13	protein_coding
ENSG00000041988.15	ENSG00000041988	THAP3	protein_coding
ENSG00000007923.16	ENSG00000007923	DNAJC11	protein_coding
ENSG00000228750.7	ENSG00000228750	LINC01672	lncRNA
ENSG00000284744.1	ENSG00000284744	AL591163.1	lncRNA
ENSG00000237436.1	ENSG00000237436	CAMTA1-DT	lncRNA
ENSG00000171735.19	ENSG00000171735	CAMTA1	protein_coding
ENSG00000227950.1	ENSG00000227950	AL590128.1	processed_pseudogene
ENSG00000237365.1	ENSG00000237365	AL512330.1	lncRNA
ENSG00000207056.1	ENSG00000207056	RNU1-8P	snRNA
ENSG00000237402.1	ENSG00000237402	CAMTA1-IT1	lncRNA
ENSG00000237728.2	ENSG00000237728	Z97987.1	lncRNA
ENSG00000225126.1	ENSG00000225126	AL365194.1	lncRNA
ENSG00000270171.1	ENSG00000270171	AL359881.3	lncRNA
ENSG00000270035.1	ENSG00000270035	AL359881.2	lncRNA
ENSG00000269978.1	ENSG00000269978	AL359881.1	lncRNA
ENSG00000049245.13	ENSG00000049245	VAMP3	protein_coding
ENSG00000269925.1	ENSG00000269925	Z98884.2	lncRNA
ENSG00000049246.14	ENSG00000049246	PER3	protein_coding
ENSG00000236266.1	ENSG00000236266	Z98884.1	lncRNA
ENSG00000049247.13	ENSG00000049247	UTS2	protein_coding
ENSG00000049249.8	ENSG00000049249	TNFRSF9	protein_coding
ENSG00000270330.1	ENSG00000270330	AL009183.1	processed_pseudogene
ENSG00000116288.13	ENSG00000116288	PARK7	protein_coding
ENSG00000200344.1	ENSG00000200344	RF00019	misc_RNA
ENSG00000284747.1	ENSG00000284747	AL034417.4	lncRNA
ENSG00000284716.1	ENSG00000284716	AL034417.3	lncRNA
ENSG00000116285.13	ENSG00000116285	ERRFI1	protein_coding
ENSG00000238290.1	ENSG00000238290	AL034417.2	lncRNA
ENSG00000232848.1	ENSG00000232848	AL034417.1	processed_pseudogene
ENSG00000229305.1	ENSG00000229305	AL358876.1	processed_pseudogene
ENSG00000227634.3	ENSG00000227634	LINC01714	lncRNA
ENSG00000200975.1	ENSG00000200975	RNU1-7P	snRNA
ENSG00000233645.1	ENSG00000233645	AL358876.2	lncRNA
ENSG00000251977.1	ENSG00000251977	RNU6-991P	snRNA
ENSG00000162426.14	ENSG00000162426	SLC45A1	protein_coding
ENSG00000252254.1	ENSG00000252254	RF00019	misc_RNA
ENSG00000142599.19	ENSG00000142599	RERE	protein_coding
ENSG00000232912.6	ENSG00000232912	RERE-AS1	lncRNA
ENSG00000221083.1	ENSG00000221083	RF00599	snoRNA
ENSG00000270282.1	ENSG00000270282	AL096855.1	processed_pseudogene
ENSG00000234619.1	ENSG00000234619	RPL7P11	processed_pseudogene
ENSG00000224315.2	ENSG00000224315	RPL7P7	processed_pseudogene
ENSG00000222511.2	ENSG00000222511	RF00019	misc_RNA
ENSG00000226545.1	ENSG00000226545	AL357552.1	unprocessed_pseudogene
ENSG00000228423.2	ENSG00000228423	AL357552.2	lncRNA
ENSG00000229716.2	ENSG00000229716	RPL23AP19	processed_pseudogene
ENSG00000074800.16	ENSG00000074800	ENO1	protein_coding
ENSG00000274258.1	ENSG00000274258	MIR6728	miRNA
ENSG00000230679.1	ENSG00000230679	ENO1-AS1	lncRNA
ENSG00000201725.1	ENSG00000201725	RNU6-304P	snRNA
ENSG00000238249.2	ENSG00000238249	HMGN2P17	processed_pseudogene
ENSG00000232208.2	ENSG00000232208	AL139415.1	processed_pseudogene
ENSG00000232663.2	ENSG00000232663	AL139415.2	processed_pseudogene
ENSG00000131686.15	ENSG00000131686	CA6	protein_coding
ENSG00000265141.2	ENSG00000265141	RN7SL451P	misc_RNA
ENSG00000197241.3	ENSG00000197241	SLC2A7	protein_coding
ENSG00000142583.17	ENSG00000142583	SLC2A5	protein_coding
ENSG00000252404.1	ENSG00000252404	RF00424	scaRNA
ENSG00000180758.12	ENSG00000180758	GPR157	protein_coding
ENSG00000228526.7	ENSG00000228526	MIR34AHG	lncRNA
ENSG00000284357.1	ENSG00000284357	MIR34A	miRNA
ENSG00000234546.4	ENSG00000234546	LNCTAM34A	lncRNA
ENSG00000049239.12	ENSG00000049239	H6PD	protein_coding
ENSG00000171621.14	ENSG00000171621	SPSB1	protein_coding
ENSG00000284652.1	ENSG00000284652	BX323043.1	lncRNA
ENSG00000284693.1	ENSG00000284693	LINC02606	lncRNA
ENSG00000252956.1	ENSG00000252956	RNA5SP40	rRNA_pseudogene
ENSG00000235263.1	ENSG00000235263	AL928921.1	lncRNA
ENSG00000171612.7	ENSG00000171612	SLC25A33	protein_coding
ENSG00000231181.1	ENSG00000231181	AL954705.1	processed_pseudogene
ENSG00000188807.13	ENSG00000188807	TMEM201	protein_coding
ENSG00000171608.15	ENSG00000171608	PIK3CD	protein_coding
ENSG00000179840.5	ENSG00000179840	PIK3CD-AS1	lncRNA
ENSG00000233268.3	ENSG00000233268	AL691449.1	processed_pseudogene
ENSG00000231789.2	ENSG00000231789	PIK3CD-AS2	lncRNA
ENSG00000171603.17	ENSG00000171603	CLSTN1	protein_coding
ENSG00000271264.1	ENSG00000271264	MZT1P1	processed_pseudogene
ENSG00000280113.2	ENSG00000280113	AL357140.3	TEC
ENSG00000178585.15	ENSG00000178585	CTNNBIP1	protein_coding
ENSG00000223989.1	ENSG00000223989	AL357140.1	lncRNA
ENSG00000285701.1	ENSG00000285701	AL357140.4	lncRNA
ENSG00000162441.12	ENSG00000162441	LZIC	protein_coding
ENSG00000228150.1	ENSG00000228150	AL357140.2	lncRNA
ENSG00000173614.14	ENSG00000173614	NMNAT1	protein_coding
ENSG00000202415.1	ENSG00000202415	RN7SKP269	misc_RNA
ENSG00000283611.2	ENSG00000283611	TMEM274P	unitary_pseudogene
ENSG00000265521.1	ENSG00000265521	MIR5697	miRNA
ENSG00000241326.1	ENSG00000241326	AL603962.1	lncRNA
ENSG00000162444.12	ENSG00000162444	RBP7	protein_coding
ENSG00000130939.19	ENSG00000130939	UBE4B	protein_coding
ENSG00000224340.1	ENSG00000224340	AL590639.1	processed_pseudogene
ENSG00000233623.2	ENSG00000233623	PGAM1P11	processed_pseudogene
ENSG00000201746.1	ENSG00000201746	RNU6-828P	snRNA
ENSG00000054523.17	ENSG00000054523	KIF1B	protein_coding
ENSG00000264881.1	ENSG00000264881	AL358013.1	miRNA
ENSG00000199562.1	ENSG00000199562	RNU6-37P	snRNA
ENSG00000264501.2	ENSG00000264501	RN7SL731P	misc_RNA
ENSG00000284735.1	ENSG00000284735	AL139424.3	lncRNA
ENSG00000284642.1	ENSG00000284642	AL139424.2	lncRNA
ENSG00000142657.21	ENSG00000142657	PGD	protein_coding
ENSG00000271989.1	ENSG00000271989	AL139424.1	lncRNA
ENSG00000251503.8	ENSG00000251503	CENPS-CORT	protein_coding
ENSG00000175279.22	ENSG00000175279	CENPS	protein_coding
ENSG00000241563.3	ENSG00000241563	CORT	protein_coding
ENSG00000160049.12	ENSG00000160049	DFFA	protein_coding
ENSG00000203469.2	ENSG00000203469	AL354956.1	lncRNA
ENSG00000142655.13	ENSG00000142655	PEX14	protein_coding
ENSG00000287727.1	ENSG00000287727	AL139423.2	lncRNA
ENSG00000243267.3	ENSG00000243267	RN7SL614P	misc_RNA
ENSG00000130940.15	ENSG00000130940	CASZ1	protein_coding
ENSG00000272078.1	ENSG00000272078	AL139423.1	lncRNA
ENSG00000225158.2	ENSG00000225158	HSPE1P24	processed_pseudogene
ENSG00000175262.14	ENSG00000175262	C1orf127	protein_coding
ENSG00000215785.2	ENSG00000215785	CFL1P6	processed_pseudogene
ENSG00000120948.17	ENSG00000120948	TARDBP	protein_coding
ENSG00000277726.4	ENSG00000277726	AL109811.3	protein_coding
ENSG00000009724.16	ENSG00000009724	MASP2	protein_coding
ENSG00000271895.2	ENSG00000271895	AL109811.2	lncRNA
ENSG00000116649.10	ENSG00000116649	SRM	protein_coding
ENSG00000171824.14	ENSG00000171824	EXOSC10	protein_coding
ENSG00000226849.1	ENSG00000226849	AL109811.1	lncRNA
ENSG00000230337.1	ENSG00000230337	EXOSC10-AS1	lncRNA
ENSG00000198793.12	ENSG00000198793	MTOR	protein_coding
ENSG00000225602.5	ENSG00000225602	MTOR-AS1	lncRNA
ENSG00000253086.1	ENSG00000253086	RNU6-537P	snRNA
ENSG00000171819.5	ENSG00000171819	ANGPTL7	protein_coding
ENSG00000207451.1	ENSG00000207451	RNU6-291P	snRNA
ENSG00000238173.1	ENSG00000238173	RPL39P6	processed_pseudogene
ENSG00000120942.13	ENSG00000120942	UBIAD1	protein_coding
ENSG00000238199.1	ENSG00000238199	UBE2V2P3	processed_pseudogene
ENSG00000284646.1	ENSG00000284646	AL031291.1	lncRNA
ENSG00000224338.2	ENSG00000224338	MTCYBP45	processed_pseudogene
ENSG00000204624.8	ENSG00000204624	DISP3	protein_coding
ENSG00000285833.1	ENSG00000285833	AL590989.1	lncRNA
ENSG00000235643.2	ENSG00000235643	LINC01647	lncRNA
ENSG00000284708.1	ENSG00000284708	AL031731.1	lncRNA
ENSG00000116661.11	ENSG00000116661	FBXO2	protein_coding
ENSG00000132879.14	ENSG00000132879	FBXO44	protein_coding
ENSG00000116663.11	ENSG00000116663	FBXO6	protein_coding
ENSG00000116670.15	ENSG00000116670	MAD2L2	protein_coding
ENSG00000162490.7	ENSG00000162490	DRAXIN	protein_coding
ENSG00000177674.16	ENSG00000177674	AGTRAP	protein_coding
ENSG00000215910.7	ENSG00000215910	C1orf167	protein_coding
ENSG00000177553.6	ENSG00000177553	AL953897.1	lncRNA
ENSG00000177000.12	ENSG00000177000	MTHFR	protein_coding
ENSG00000011021.23	ENSG00000011021	CLCN6	protein_coding
ENSG00000276470.1	ENSG00000276470	RF02156	misc_RNA
ENSG00000278852.1	ENSG00000278852	RF02157	misc_RNA
ENSG00000175206.10	ENSG00000175206	NPPA	protein_coding
ENSG00000275915.1	ENSG00000275915	RF02158	misc_RNA
ENSG00000120937.9	ENSG00000120937	NPPB	protein_coding
ENSG00000224904.1	ENSG00000224904	AL021155.1	processed_pseudogene
ENSG00000285646.2	ENSG00000285646	AL021155.2	lncRNA
ENSG00000199347.1	ENSG00000199347	RNU5E-1	snRNA
ENSG00000201801.1	ENSG00000201801	RNU5E-4P	snRNA
ENSG00000116685.16	ENSG00000116685	KIAA2013	protein_coding
ENSG00000083444.17	ENSG00000083444	PLOD1	protein_coding
ENSG00000287384.1	ENSG00000287384	AL096840.2	lncRNA
ENSG00000116688.16	ENSG00000116688	MFN2	protein_coding
ENSG00000270914.1	ENSG00000270914	AL096840.1	processed_pseudogene
